txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company
T1457,A1154,A0779,173403.75,2025-01-26T22:31:00,PAYMENT,NEFT,Chennai,0.71,ABC Corp
T1458,A0754,A1324,67589.09,2025-04-17T16:49:00,WITHDRAWAL,RTGS,Delhi,0.25,-
T1459,A0620,A0974,199408.41,2025-02-06T16:31:00,DEPOSIT,UPI,Bangalore,0.2,ABC Corp
T1460,A1149,A0735,287084.37,2025-03-19T18:32:00,WITHDRAWAL,RTGS,Mumbai,0.47,XYZ Pvt Ltd
T1461,A0614,A0813,37055.84,2025-05-07T05:12:00,TRANSFER,UPI,Mumbai,0.03,-
T1462,A0580,A0504,244228.82,2025-01-14T13:56:00,WITHDRAWAL,NEFT,Hyderabad,0.19,LMN Ltd
T1463,A1483,A1060,246227.34,2025-05-01T05:03:00,DEPOSIT,UPI,Hyderabad,0.03,-
T1464,A0228,A0969,31917.88,2025-03-30T05:11:00,TRANSFER,NEFT,Chennai,0.94,ABC Corp
T1465,A1011,A0664,139047.26,2025-02-18T18:20:00,DEPOSIT,IMPS,Delhi,0.77,XYZ Pvt Ltd
T1466,A0690,A0126,49583.52,2025-05-17T02:29:00,DEPOSIT,IMPS,Delhi,0.99,XYZ Pvt Ltd
T1467,A1147,A0324,21752.78,2025-04-17T08:28:00,TRANSFER,UPI,Mumbai,0.63,LMN Ltd
T1468,A0233,A1494,22688.52,2025-05-15T12:16:00,DEPOSIT,NEFT,Chennai,0.85,XYZ Pvt Ltd
T1469,A1320,A0581,250702.06,2025-04-02T00:00:00,TRANSFER,NEFT,Hyderabad,0.82,ABC Corp
T1470,A1472,A0070,239091.06,2025-03-18T14:58:00,WITHDRAWAL,NEFT,Hyderabad,0.26,XYZ Pvt Ltd
T1471,A0351,A0331,287613.13,2025-05-04T17:37:00,DEPOSIT,IMPS,Mumbai,0.12,-
T1472,A0837,A1083,161140.55,2025-04-17T19:29:00,PAYMENT,NEFT,Mumbai,0.91,LMN Ltd
T1473,A0320,A0132,53582.8,2025-03-25T01:48:00,DEPOSIT,CASH,Hyderabad,0.03,-
T1474,A0523,A1091,193597.54,2025-02-08T16:33:00,DEPOSIT,RTGS,Hyderabad,0.08,LMN Ltd
T1475,A0288,A1300,189975.09,2025-02-23T02:06:00,PAYMENT,UPI,Chennai,0.27,-
T1476,A1298,A0290,48188.28,2025-03-18T00:40:00,WITHDRAWAL,IMPS,Hyderabad,0.96,-
T1477,A0526,A0558,266146.81,2025-03-09T16:03:00,TRANSFER,CASH,Mumbai,0.73,-
T1478,A0382,A0566,263839.7,2025-01-06T21:24:00,PAYMENT,NEFT,Hyderabad,0.01,ABC Corp
T1479,A1385,A0859,240339.39,2025-01-23T23:36:00,WITHDRAWAL,RTGS,Hyderabad,0.52,LMN Ltd
T1480,A0093,A0626,1662.38,2025-03-03T23:19:00,TRANSFER,RTGS,Hyderabad,0.02,ABC Corp
T1481,A0537,A1341,38793.91,2025-05-05T04:00:00,TRANSFER,CASH,Bangalore,0.38,-
T1482,A1180,A0104,182634.01,2025-01-23T18:14:00,DEPOSIT,NEFT,Chennai,0.93,LMN Ltd
T1483,A0053,A0537,152759.53,2025-05-13T16:18:00,WITHDRAWAL,RTGS,Hyderabad,0.82,LMN Ltd
T1484,A0520,A0304,243498.34,2025-01-18T20:12:00,WITHDRAWAL,IMPS,Chennai,0.88,LMN Ltd
T1485,A0876,A1385,87629.29,2025-03-08T15:58:00,WITHDRAWAL,CASH,Hyderabad,0.89,ABC Corp
T1486,A0127,A1466,143537.81,2025-05-13T09:21:00,TRANSFER,UPI,Hyderabad,0.19,XYZ Pvt Ltd
T1487,A0837,A1345,216839.25,2025-04-26T12:03:00,WITHDRAWAL,UPI,Hyderabad,0.02,LMN Ltd
T1488,A0678,A1122,210410.08,2025-05-02T06:11:00,TRANSFER,CASH,Hyderabad,0.09,ABC Corp
T1489,A0885,A0121,247889.75,2025-05-19T12:49:00,WITHDRAWAL,CASH,Hyderabad,0.73,-
T1490,A1239,A0618,136678.7,2025-01-11T00:09:00,WITHDRAWAL,UPI,Bangalore,0.48,-
T1491,A0812,A1270,175581.24,2025-01-13T02:38:00,TRANSFER,UPI,Mumbai,0.19,-
T1492,A0689,A0477,206982.41,2025-03-21T22:50:00,PAYMENT,RTGS,Bangalore,0.18,ABC Corp
T1493,A0127,A0083,266155.32,2025-05-11T04:29:00,WITHDRAWAL,RTGS,Mumbai,0.11,-
T1494,A1397,A0086,163089.41,2025-02-12T10:42:00,WITHDRAWAL,RTGS,Chennai,0.6,LMN Ltd
T1495,A1381,A0686,236393.97,2025-02-23T03:19:00,TRANSFER,RTGS,Delhi,0.45,LMN Ltd
T1496,A0833,A0597,1526.03,2025-04-24T11:07:00,WITHDRAWAL,IMPS,Bangalore,0.2,-
T1497,A0127,A1065,200339.71,2025-02-19T13:46:00,DEPOSIT,NEFT,Hyderabad,0.32,-
T1498,A0563,A1045,172011.86,2025-03-31T04:38:00,WITHDRAWAL,IMPS,Mumbai,0.56,XYZ Pvt Ltd
T1499,A1450,A0291,76276.2,2025-03-29T23:17:00,TRANSFER,IMPS,Chennai,0.02,-
T1500,A0291,A0834,184000.22,2025-05-06T16:53:00,PAYMENT,NEFT,Hyderabad,0.68,-
T1501,A0128,A1457,19924.2,2025-01-11T03:56:00,DEPOSIT,NEFT,Chennai,0.78,LMN Ltd
T1502,A1291,A1093,185702.96,2025-01-05T19:43:00,PAYMENT,UPI,Hyderabad,0.64,XYZ Pvt Ltd
T1503,A1201,A1302,254978.11,2025-05-17T23:14:00,DEPOSIT,IMPS,Hyderabad,0.43,-
T1504,A0146,A1367,54636.23,2025-02-28T17:56:00,DEPOSIT,IMPS,Delhi,0.65,ABC Corp
T1505,A0305,A1150,77106.91,2025-01-10T05:51:00,TRANSFER,UPI,Chennai,0.41,-
T1506,A0302,A0810,75940.34,2025-04-23T04:06:00,PAYMENT,RTGS,Hyderabad,0.55,LMN Ltd
T1507,A1267,A1121,11070.93,2025-04-13T16:13:00,TRANSFER,NEFT,Bangalore,0.77,XYZ Pvt Ltd
T1508,A0620,A0693,166906.77,2025-02-03T00:54:00,WITHDRAWAL,CASH,Hyderabad,0.16,LMN Ltd
T1509,A0070,A1344,3485.58,2025-03-06T21:42:00,PAYMENT,CASH,Mumbai,0.13,XYZ Pvt Ltd
T1510,A0956,A0124,239397.14,2025-04-06T03:21:00,WITHDRAWAL,RTGS,Chennai,0.96,ABC Corp
T1511,A1187,A0615,273131.67,2025-03-03T13:11:00,TRANSFER,IMPS,Bangalore,0.82,XYZ Pvt Ltd
T1512,A0057,A1289,51601.24,2025-04-11T00:04:00,PAYMENT,CASH,Delhi,0.98,XYZ Pvt Ltd
T1513,A0646,A1155,79847.06,2025-03-24T20:28:00,WITHDRAWAL,NEFT,Hyderabad,0.93,ABC Corp
T1514,A0888,A1037,156705.87,2025-02-22T12:08:00,WITHDRAWAL,CASH,Chennai,0.21,LMN Ltd
T1515,A1386,A0712,281127.55,2025-02-13T16:40:00,DEPOSIT,RTGS,Bangalore,0.79,ABC Corp
T1516,A0727,A1267,275214.73,2025-04-30T19:58:00,PAYMENT,CASH,Mumbai,0.66,XYZ Pvt Ltd
T1517,A0823,A1469,78890.67,2025-03-28T04:16:00,PAYMENT,NEFT,Mumbai,0.19,XYZ Pvt Ltd
T1518,A0578,A0956,1439.96,2025-05-12T17:27:00,TRANSFER,IMPS,Bangalore,0.26,-
T1519,A1253,A0462,191524.52,2025-02-12T11:51:00,PAYMENT,RTGS,Mumbai,0.32,-
T1520,A1013,A1457,20969.0,2025-01-15T18:08:00,DEPOSIT,CASH,Mumbai,0.37,LMN Ltd
T1521,A0205,A0453,66648.34,2025-02-11T21:07:00,PAYMENT,IMPS,Bangalore,0.11,XYZ Pvt Ltd
T1522,A1032,A0944,263062.37,2025-03-02T07:15:00,DEPOSIT,RTGS,Chennai,0.4,XYZ Pvt Ltd
T1523,A0366,A0137,164999.74,2025-03-06T18:39:00,DEPOSIT,UPI,Bangalore,0.17,XYZ Pvt Ltd
T1524,A1156,A0595,116521.51,2025-05-03T10:31:00,DEPOSIT,UPI,Delhi,0.88,ABC Corp
T1525,A1058,A0137,257001.34,2025-01-01T14:56:00,PAYMENT,CASH,Mumbai,0.01,LMN Ltd
T1526,A0937,A1109,16220.11,2025-04-29T00:51:00,TRANSFER,NEFT,Hyderabad,0.44,-
T1527,A1443,A1132,226807.84,2025-05-03T17:50:00,WITHDRAWAL,RTGS,Bangalore,0.15,XYZ Pvt Ltd
T1528,A1056,A0771,139195.28,2025-01-28T03:17:00,PAYMENT,CASH,Chennai,0.92,LMN Ltd
T1529,A1477,A1419,69898.79,2025-04-26T13:10:00,PAYMENT,IMPS,Mumbai,0.69,ABC Corp
T1530,A0719,A1074,232304.3,2025-04-04T03:58:00,PAYMENT,RTGS,Delhi,0.49,LMN Ltd
T1531,A1184,A1035,267367.53,2025-04-04T01:16:00,WITHDRAWAL,IMPS,Delhi,0.97,XYZ Pvt Ltd
T1532,A0419,A1014,240101.94,2025-01-30T05:29:00,DEPOSIT,NEFT,Bangalore,0.84,ABC Corp
T1533,A0465,A0524,229410.27,2025-04-23T10:25:00,PAYMENT,RTGS,Mumbai,0.11,ABC Corp
T1534,A0135,A1257,146450.47,2025-01-05T06:50:00,TRANSFER,CASH,Delhi,0.2,XYZ Pvt Ltd
T1535,A0664,A1434,95726.41,2025-03-23T15:37:00,PAYMENT,NEFT,Delhi,0.41,-
T1536,A1368,A0883,58061.93,2025-03-04T17:36:00,WITHDRAWAL,CASH,Bangalore,0.17,LMN Ltd
T1537,A1455,A1439,88330.93,2025-02-15T06:31:00,WITHDRAWAL,IMPS,Chennai,0.83,XYZ Pvt Ltd
T1538,A0319,A0504,143869.0,2025-05-03T18:10:00,PAYMENT,NEFT,Chennai,0.21,ABC Corp
T1539,A0032,A0792,93674.68,2025-05-03T19:01:00,WITHDRAWAL,RTGS,Chennai,0.03,-
T1540,A1489,A0129,97214.93,2025-04-02T11:13:00,PAYMENT,NEFT,Hyderabad,0.58,ABC Corp
T1541,A0011,A0638,18738.22,2025-01-27T03:53:00,DEPOSIT,RTGS,Bangalore,0.01,ABC Corp
T1542,A1368,A0051,283751.61,2025-04-04T12:18:00,DEPOSIT,IMPS,Mumbai,0.41,LMN Ltd
T1543,A0346,A1489,137183.96,2025-05-07T06:49:00,TRANSFER,CASH,Bangalore,0.09,LMN Ltd
T1544,A0252,A0129,212234.46,2025-05-02T18:42:00,TRANSFER,UPI,Chennai,0.54,XYZ Pvt Ltd
T1545,A0814,A1045,41888.86,2025-04-30T16:05:00,WITHDRAWAL,UPI,Chennai,0.19,-
T1546,A1285,A0158,157254.49,2025-04-28T12:22:00,PAYMENT,CASH,Delhi,0.32,LMN Ltd
T1547,A1269,A0891,28759.85,2025-02-18T07:08:00,TRANSFER,UPI,Mumbai,0.05,-
T1548,A0274,A0324,84912.4,2025-05-08T10:17:00,WITHDRAWAL,UPI,Hyderabad,0.78,LMN Ltd
T1549,A0728,A0397,126347.44,2025-03-07T22:33:00,PAYMENT,UPI,Bangalore,0.75,ABC Corp
T1550,A0971,A0025,31998.03,2025-01-13T15:59:00,PAYMENT,NEFT,Hyderabad,0.18,-
T1551,A0131,A1037,116835.23,2025-02-16T13:22:00,PAYMENT,CASH,Chennai,0.25,-
T1552,A0568,A0907,148237.26,2025-03-29T02:54:00,WITHDRAWAL,UPI,Chennai,0.3,ABC Corp
T1553,A0063,A1472,264988.46,2025-01-06T11:32:00,TRANSFER,UPI,Bangalore,0.81,ABC Corp
T1554,A0633,A0638,6978.49,2025-05-15T08:24:00,WITHDRAWAL,IMPS,Chennai,0.21,ABC Corp
T1555,A1044,A0105,297734.99,2025-01-28T13:26:00,DEPOSIT,RTGS,Mumbai,0.99,XYZ Pvt Ltd
T1556,A0394,A0607,130307.3,2025-01-30T02:56:00,DEPOSIT,RTGS,Mumbai,0.18,XYZ Pvt Ltd
T1557,A1037,A1033,75268.84,2025-01-27T13:06:00,PAYMENT,RTGS,Mumbai,0.55,ABC Corp
T1558,A0318,A0150,182869.34,2025-02-25T23:32:00,PAYMENT,UPI,Mumbai,0.91,ABC Corp
T1559,A0022,A0178,67932.93,2025-04-06T19:41:00,TRANSFER,IMPS,Chennai,0.69,XYZ Pvt Ltd
T1560,A1283,A0662,267240.34,2025-04-15T15:40:00,PAYMENT,RTGS,Chennai,0.87,ABC Corp
T1561,A0481,A1444,26941.93,2025-05-16T09:54:00,PAYMENT,RTGS,Delhi,0.39,XYZ Pvt Ltd
T1562,A0868,A1031,234207.23,2025-04-12T05:13:00,PAYMENT,RTGS,Bangalore,0.94,LMN Ltd
T1563,A0658,A0301,236333.81,2025-03-26T21:38:00,DEPOSIT,CASH,Bangalore,0.75,-
T1564,A1440,A0777,222007.26,2025-03-16T15:07:00,TRANSFER,NEFT,Chennai,0.3,XYZ Pvt Ltd
T1565,A0876,A0124,71385.31,2025-03-16T16:48:00,PAYMENT,UPI,Bangalore,0.23,ABC Corp
T1566,A0963,A1155,190430.91,2025-02-24T04:29:00,PAYMENT,NEFT,Mumbai,0.96,LMN Ltd
T1567,A1185,A1234,100817.56,2025-03-06T12:17:00,DEPOSIT,CASH,Hyderabad,0.49,XYZ Pvt Ltd
T1568,A0298,A0124,297289.58,2025-05-12T23:47:00,PAYMENT,CASH,Bangalore,0.68,LMN Ltd
T1569,A0761,A1360,203064.51,2025-03-13T02:45:00,WITHDRAWAL,IMPS,Chennai,0.3,XYZ Pvt Ltd
T1570,A1454,A0442,37927.23,2025-03-07T12:14:00,DEPOSIT,UPI,Mumbai,0.39,XYZ Pvt Ltd
T1571,A0354,A1068,62793.15,2025-02-21T12:45:00,TRANSFER,UPI,Mumbai,0.36,XYZ Pvt Ltd
T1572,A0775,A1313,122132.36,2025-01-29T06:51:00,WITHDRAWAL,RTGS,Delhi,0.16,-
T1573,A0324,A0800,213636.54,2025-04-28T20:58:00,TRANSFER,UPI,Hyderabad,0.2,XYZ Pvt Ltd
T1574,A0580,A0517,276610.99,2025-02-10T03:08:00,DEPOSIT,NEFT,Mumbai,0.09,LMN Ltd
T1575,A1469,A1281,21366.5,2025-04-13T19:09:00,PAYMENT,CASH,Chennai,0.32,ABC Corp
T1576,A0266,A0310,255733.19,2025-03-14T15:21:00,WITHDRAWAL,RTGS,Delhi,0.16,LMN Ltd
T1577,A0358,A0526,133644.1,2025-03-15T00:03:00,WITHDRAWAL,UPI,Bangalore,0.56,ABC Corp
T1578,A0260,A0674,278124.09,2025-03-04T12:26:00,PAYMENT,UPI,Hyderabad,0.67,ABC Corp
T1579,A0246,A1344,84061.06,2025-03-11T11:55:00,TRANSFER,RTGS,Hyderabad,0.52,ABC Corp
T1580,A0657,A1008,153616.0,2025-04-10T12:37:00,TRANSFER,RTGS,Hyderabad,0.27,ABC Corp
T1581,A1442,A1333,66562.84,2025-01-23T15:09:00,TRANSFER,NEFT,Hyderabad,0.52,ABC Corp
T1582,A1165,A0595,138921.59,2025-01-04T15:23:00,DEPOSIT,NEFT,Chennai,0.46,XYZ Pvt Ltd
T1583,A1335,A1358,161228.73,2025-03-31T01:20:00,WITHDRAWAL,UPI,Chennai,0.55,XYZ Pvt Ltd
T1584,A1147,A0952,26915.69,2025-03-25T19:45:00,DEPOSIT,CASH,Delhi,0.39,XYZ Pvt Ltd
T1585,A1132,A0062,5539.45,2025-04-13T15:04:00,DEPOSIT,IMPS,Mumbai,0.98,ABC Corp
T1586,A0336,A0342,278399.85,2025-03-27T04:32:00,TRANSFER,UPI,Hyderabad,0.21,-
T1587,A0039,A0013,198353.71,2025-05-17T21:09:00,TRANSFER,UPI,Hyderabad,0.55,LMN Ltd
T1588,A1432,A0484,209570.83,2025-01-21T21:48:00,PAYMENT,IMPS,Bangalore,0.36,ABC Corp
T1589,A0649,A1302,58384.36,2025-02-07T09:06:00,TRANSFER,UPI,Bangalore,0.49,-
T1590,A1125,A0264,187923.87,2025-01-31T00:51:00,PAYMENT,CASH,Hyderabad,0.34,LMN Ltd
T1591,A0631,A1037,84428.95,2025-02-08T05:12:00,PAYMENT,CASH,Bangalore,0.83,XYZ Pvt Ltd
T1592,A0700,A0578,242132.85,2025-03-28T14:33:00,PAYMENT,RTGS,Mumbai,0.17,ABC Corp
T1593,A0990,A0126,116028.73,2025-05-01T22:27:00,PAYMENT,NEFT,Mumbai,0.25,ABC Corp
T1594,A0093,A1098,56832.63,2025-03-20T01:26:00,WITHDRAWAL,IMPS,Delhi,0.6,XYZ Pvt Ltd
T1595,A0102,A0588,241765.95,2025-02-23T22:09:00,PAYMENT,IMPS,Hyderabad,0.79,-
T1596,A0780,A0047,239946.14,2025-01-07T19:03:00,WITHDRAWAL,CASH,Chennai,0.07,XYZ Pvt Ltd
T1597,A0916,A0804,161167.27,2025-04-20T20:27:00,WITHDRAWAL,RTGS,Hyderabad,0.15,LMN Ltd
T1598,A1085,A1418,160927.77,2025-01-26T22:15:00,TRANSFER,RTGS,Mumbai,0.73,LMN Ltd
T1599,A1146,A1248,172526.57,2025-04-20T07:54:00,WITHDRAWAL,RTGS,Bangalore,0.25,ABC Corp
T1600,A1350,A0960,114163.58,2025-01-18T10:42:00,DEPOSIT,UPI,Delhi,0.72,ABC Corp
T1601,A1210,A1429,199974.63,2025-03-26T15:44:00,DEPOSIT,IMPS,Chennai,0.53,LMN Ltd
T1602,A1134,A0143,174813.58,2025-01-28T12:29:00,WITHDRAWAL,UPI,Hyderabad,0.69,XYZ Pvt Ltd
T1603,A1426,A0145,22358.06,2025-04-16T02:32:00,DEPOSIT,NEFT,Chennai,0.82,LMN Ltd
T1604,A0689,A0975,223184.91,2025-03-12T12:52:00,DEPOSIT,UPI,Chennai,0.82,LMN Ltd
T1605,A1278,A0060,8277.9,2025-04-18T05:37:00,PAYMENT,NEFT,Hyderabad,0.43,ABC Corp
T1606,A0793,A0390,15457.53,2025-01-07T18:48:00,TRANSFER,UPI,Chennai,0.8,XYZ Pvt Ltd
T1607,A1351,A1275,19634.36,2025-03-17T12:59:00,WITHDRAWAL,UPI,Hyderabad,1.0,-
T1608,A0059,A0371,209476.64,2025-05-16T08:47:00,TRANSFER,CASH,Mumbai,0.85,LMN Ltd
T1609,A0638,A0497,55259.36,2025-04-15T19:11:00,DEPOSIT,CASH,Chennai,0.98,LMN Ltd
T1610,A1172,A1012,109219.9,2025-01-05T12:17:00,PAYMENT,IMPS,Bangalore,0.52,ABC Corp
T1611,A0407,A0589,171090.1,2025-03-07T14:21:00,TRANSFER,IMPS,Mumbai,0.8,LMN Ltd
T1612,A0236,A0312,217265.99,2025-04-02T11:29:00,PAYMENT,UPI,Hyderabad,0.28,-
T1613,A0603,A1266,276006.59,2025-03-06T16:35:00,DEPOSIT,NEFT,Hyderabad,0.94,LMN Ltd
T1614,A0252,A0317,33567.75,2025-02-15T13:10:00,PAYMENT,RTGS,Chennai,0.61,LMN Ltd
T1615,A0049,A0044,149782.53,2025-05-03T00:27:00,WITHDRAWAL,UPI,Bangalore,0.9,XYZ Pvt Ltd
T1616,A0504,A0961,158783.15,2025-02-02T01:16:00,WITHDRAWAL,CASH,Chennai,0.49,XYZ Pvt Ltd
T1617,A0547,A0702,265636.28,2025-04-08T12:37:00,WITHDRAWAL,IMPS,Mumbai,0.83,LMN Ltd
T1618,A1257,A1431,135666.77,2025-01-29T18:15:00,DEPOSIT,NEFT,Hyderabad,0.44,XYZ Pvt Ltd
T1619,A0937,A0476,106849.45,2025-03-09T09:04:00,TRANSFER,UPI,Chennai,0.27,LMN Ltd
T1620,A1006,A1117,8735.9,2025-03-15T11:55:00,DEPOSIT,IMPS,Chennai,0.12,XYZ Pvt Ltd
T1621,A0873,A1252,213612.27,2025-01-10T16:11:00,TRANSFER,IMPS,Delhi,0.21,XYZ Pvt Ltd
T1622,A0376,A1033,242345.08,2025-01-18T19:02:00,WITHDRAWAL,CASH,Mumbai,0.89,XYZ Pvt Ltd
T1623,A0142,A1330,150779.67,2025-04-20T10:54:00,PAYMENT,UPI,Mumbai,0.69,XYZ Pvt Ltd
T1624,A0380,A0976,73140.63,2025-04-16T23:03:00,TRANSFER,UPI,Chennai,0.98,-
T1625,A0351,A0689,55883.17,2025-03-06T16:57:00,PAYMENT,CASH,Chennai,0.05,XYZ Pvt Ltd
T1626,A0666,A0565,23743.16,2025-03-17T08:54:00,TRANSFER,UPI,Chennai,0.22,LMN Ltd
T1627,A1277,A1079,215524.74,2025-04-01T05:16:00,DEPOSIT,UPI,Chennai,0.41,LMN Ltd
T1628,A0322,A1213,58575.67,2025-03-23T11:06:00,PAYMENT,IMPS,Bangalore,0.45,-
T1629,A1389,A0165,38060.01,2025-02-07T01:28:00,TRANSFER,RTGS,Mumbai,0.54,-
T1630,A0690,A1448,20810.67,2025-04-14T16:12:00,DEPOSIT,UPI,Hyderabad,0.49,XYZ Pvt Ltd
T1631,A0005,A0956,218736.31,2025-02-27T21:04:00,DEPOSIT,CASH,Chennai,0.66,-
T1632,A0193,A0668,241190.58,2025-01-09T06:30:00,TRANSFER,CASH,Delhi,0.05,ABC Corp
T1633,A0840,A1204,299351.22,2025-03-16T06:42:00,DEPOSIT,IMPS,Hyderabad,0.81,-
T1634,A0430,A0213,42148.67,2025-03-06T11:14:00,DEPOSIT,CASH,Mumbai,0.04,XYZ Pvt Ltd
T1635,A0194,A0264,246689.03,2025-02-09T22:42:00,DEPOSIT,IMPS,Hyderabad,0.53,ABC Corp
T1636,A0537,A0555,214298.58,2025-05-09T00:07:00,PAYMENT,IMPS,Chennai,0.15,ABC Corp
T1637,A1335,A1294,106556.67,2025-03-27T00:18:00,DEPOSIT,RTGS,Hyderabad,0.04,XYZ Pvt Ltd
T1638,A0262,A0861,267980.51,2025-04-12T13:17:00,DEPOSIT,RTGS,Bangalore,0.35,-
T1639,A0668,A0003,22036.48,2025-03-18T07:44:00,WITHDRAWAL,IMPS,Hyderabad,0.9,LMN Ltd
T1640,A0358,A0403,43979.36,2025-02-09T18:57:00,WITHDRAWAL,CASH,Bangalore,0.79,XYZ Pvt Ltd
T1641,A0041,A0281,241330.27,2025-03-23T13:50:00,DEPOSIT,UPI,Bangalore,0.23,LMN Ltd
T1642,A0520,A1318,6321.95,2025-03-24T22:36:00,DEPOSIT,RTGS,Mumbai,0.73,-
T1643,A1115,A0288,60572.33,2025-01-02T14:51:00,DEPOSIT,CASH,Hyderabad,0.07,XYZ Pvt Ltd
T1644,A0263,A1398,83454.49,2025-03-20T16:58:00,WITHDRAWAL,RTGS,Mumbai,0.8,ABC Corp
T1645,A1148,A1270,193724.45,2025-03-26T23:45:00,WITHDRAWAL,NEFT,Chennai,1.0,ABC Corp
T1646,A0478,A0812,272099.34,2025-03-17T12:20:00,DEPOSIT,IMPS,Bangalore,0.85,ABC Corp
T1647,A0482,A1123,167943.36,2025-02-25T16:25:00,PAYMENT,NEFT,Mumbai,0.73,-
T1648,A0227,A0556,237551.25,2025-01-05T15:24:00,PAYMENT,NEFT,Delhi,0.75,XYZ Pvt Ltd
T1649,A1043,A0606,289305.16,2025-04-03T17:52:00,PAYMENT,IMPS,Mumbai,0.61,ABC Corp
T1650,A0442,A0426,216753.46,2025-03-25T06:05:00,DEPOSIT,NEFT,Delhi,0.93,XYZ Pvt Ltd
T1651,A1211,A0379,259329.17,2025-03-26T19:19:00,TRANSFER,IMPS,Hyderabad,0.98,LMN Ltd
T1652,A0091,A0813,95565.96,2025-05-03T17:12:00,TRANSFER,CASH,Chennai,0.64,XYZ Pvt Ltd
T1653,A1280,A1259,14943.04,2025-01-04T02:53:00,DEPOSIT,UPI,Chennai,0.12,LMN Ltd
T1654,A0605,A1356,253249.36,2025-04-24T07:23:00,PAYMENT,IMPS,Mumbai,0.97,-
T1655,A1137,A1283,6019.59,2025-05-12T09:36:00,TRANSFER,NEFT,Bangalore,0.98,XYZ Pvt Ltd
T1656,A1028,A1313,123581.79,2025-03-25T07:57:00,WITHDRAWAL,IMPS,Hyderabad,0.8,LMN Ltd
T1657,A1145,A0234,24993.11,2025-01-15T17:52:00,DEPOSIT,RTGS,Hyderabad,0.6,XYZ Pvt Ltd
T1658,A0683,A0580,125033.71,2025-03-03T20:46:00,WITHDRAWAL,RTGS,Delhi,0.67,ABC Corp
T1659,A0480,A0746,4115.52,2025-01-20T09:23:00,TRANSFER,CASH,Delhi,0.72,ABC Corp
T1660,A1466,A0915,230825.0,2025-03-31T16:02:00,WITHDRAWAL,NEFT,Chennai,0.12,LMN Ltd
T1661,A0209,A0511,62373.1,2025-02-17T18:24:00,WITHDRAWAL,CASH,Chennai,0.15,XYZ Pvt Ltd
T1662,A1206,A0228,247349.77,2025-03-21T13:19:00,TRANSFER,RTGS,Delhi,0.38,LMN Ltd
T1663,A1140,A1294,166684.4,2025-02-22T10:08:00,DEPOSIT,CASH,Bangalore,0.82,-
T1664,A1412,A1492,196475.32,2025-01-24T23:29:00,TRANSFER,RTGS,Mumbai,0.78,LMN Ltd
T1665,A1093,A1500,150796.08,2025-02-07T20:51:00,PAYMENT,CASH,Chennai,0.4,ABC Corp
T1666,A1474,A0466,102381.73,2025-02-14T11:56:00,DEPOSIT,NEFT,Chennai,0.91,ABC Corp
T1667,A0774,A1149,216455.84,2025-05-04T01:50:00,PAYMENT,UPI,Chennai,0.67,LMN Ltd
T1668,A0077,A0372,250029.86,2025-04-22T02:42:00,TRANSFER,CASH,Chennai,0.78,ABC Corp
T1669,A1104,A0562,242832.52,2025-03-24T20:44:00,PAYMENT,UPI,Bangalore,0.22,LMN Ltd
T1670,A0124,A1280,200181.63,2025-03-15T21:21:00,WITHDRAWAL,RTGS,Bangalore,0.09,XYZ Pvt Ltd
T1671,A1112,A1164,163501.04,2025-05-04T01:43:00,DEPOSIT,NEFT,Bangalore,0.52,-
T1672,A0168,A0737,18291.39,2025-04-26T09:46:00,WITHDRAWAL,IMPS,Bangalore,0.35,XYZ Pvt Ltd
T1673,A0505,A0087,136495.41,2025-01-01T07:58:00,DEPOSIT,CASH,Hyderabad,0.86,XYZ Pvt Ltd
T1674,A1301,A0591,152695.52,2025-04-08T11:43:00,TRANSFER,RTGS,Chennai,0.88,-
T1675,A0914,A0260,259199.56,2025-03-20T04:07:00,PAYMENT,IMPS,Hyderabad,0.57,XYZ Pvt Ltd
T1676,A1146,A0269,257432.07,2025-01-27T07:06:00,TRANSFER,UPI,Delhi,0.98,ABC Corp
T1677,A0977,A1419,102586.41,2025-04-27T07:44:00,DEPOSIT,UPI,Chennai,0.71,-
T1678,A0009,A1122,90068.79,2025-05-12T03:47:00,PAYMENT,RTGS,Bangalore,0.72,XYZ Pvt Ltd
T1679,A1267,A0656,110068.11,2025-02-27T13:21:00,DEPOSIT,CASH,Bangalore,0.49,-
T1680,A0497,A0024,76914.17,2025-01-12T16:27:00,TRANSFER,NEFT,Bangalore,0.9,-
T1681,A1219,A1149,217175.92,2025-03-28T08:31:00,PAYMENT,RTGS,Delhi,0.79,XYZ Pvt Ltd
T1682,A0489,A1064,178199.25,2025-03-17T08:01:00,PAYMENT,UPI,Mumbai,0.11,ABC Corp
T1683,A0666,A0626,70144.71,2025-01-18T14:24:00,PAYMENT,CASH,Chennai,0.07,LMN Ltd
T1684,A0308,A1170,135379.42,2025-04-11T17:33:00,TRANSFER,RTGS,Chennai,0.69,LMN Ltd
T1685,A0197,A0952,189227.71,2025-03-25T02:23:00,TRANSFER,IMPS,Bangalore,0.15,ABC Corp
T1686,A0468,A0117,184706.89,2025-05-06T21:11:00,PAYMENT,UPI,Mumbai,0.74,LMN Ltd
T1687,A1248,A1423,138120.17,2025-01-13T07:46:00,WITHDRAWAL,CASH,Bangalore,0.55,-
