txn_id,from_account,to_account,amount,timestamp,txn_type,channel,location,kyc_risk,company,transaction_count,total_amount,avg_amount,std_amount,txn_type_encoded,channel_encoded,location_encoded,company_encoded,fraud_probability,predicted_fraud
T2874,A0567,A0558,226181.2,2025-03-05T08:58:00,WITHDRAWAL,RTGS,Bangalore,0.83,-,7,1005846.28,143692.32571428572,96146.20658678374,3,3,0,0,1.0,1
T2875,A0195,A0339,159027.04,2025-02-24T21:05:00,TRANSFER,CASH,Hyderabad,0.43,ABC Corp,11,1926081.94,175098.35818181818,104670.07928483534,2,0,3,1,1.0,1
T2876,A1022,A0139,62933.04,2025-04-22T07:08:00,DEPOSIT,UPI,Chennai,0.8,LMN Ltd,9,1272274.82,141363.8688888889,98599.29345869034,0,4,1,2,1.0,1
T2877,A0279,A0365,59196.71,2025-04-30T09:47:00,DEPOSIT,IMPS,Mumbai,0.51,ABC Corp,6,964473.07,160745.51166666666,109126.86806365047,0,1,4,1,1.0,1
T2878,A0680,A0939,110113.16,2025-03-19T08:22:00,WITHDRAWAL,NEFT,Chennai,0.85,ABC Corp,8,1062720.4100000001,132840.05125000002,106305.07195123173,3,2,1,1,1.0,1
T2879,A1300,A0193,159539.29,2025-01-01T07:59:00,DEPOSIT,NEFT,Mumbai,0.27,ABC Corp,10,1429490.39,142949.039,82029.80523190452,0,2,4,1,1.0,1
T2880,A1378,A0988,291629.97,2025-04-26T03:19:00,PAYMENT,RTGS,Hyderabad,0.98,LMN Ltd,4,525572.97,131393.2425,119506.10657213835,1,3,3,2,1.0,1
T2881,A0284,A1061,199881.68,2025-04-13T23:27:00,WITHDRAWAL,CASH,Chennai,0.44,XYZ Pvt Ltd,5,926154.8,185230.96000000002,58631.559900179614,3,0,1,3,1.0,1
T2882,A0501,A0678,76154.65,2025-01-21T08:24:00,DEPOSIT,RTGS,Mumbai,0.91,-,8,1310010.09,163751.26125,94015.16209101099,0,3,4,0,1.0,1
T2883,A1037,A0803,56836.39,2025-02-04T00:50:00,WITHDRAWAL,NEFT,Mumbai,0.33,ABC Corp,9,1368215.92,152023.9911111111,91135.75786849509,3,2,4,1,1.0,1
T2884,A0921,A0989,100244.08,2025-04-23T07:00:00,TRANSFER,NEFT,Mumbai,0.18,XYZ Pvt Ltd,10,1764451.85,176445.185,64592.726463778374,2,2,4,3,1.0,1
T2885,A0671,A0886,10730.87,2025-01-01T20:38:00,DEPOSIT,UPI,Mumbai,0.5,-,6,975040.44,162506.74,97510.89898332205,0,4,4,0,1.0,1
T2886,A0653,A0005,215407.14,2025-04-16T16:21:00,TRANSFER,RTGS,Mumbai,0.03,-,6,1012389.79,168731.63166666668,107732.51227635052,2,3,4,0,1.0,1
T2887,A0068,A0992,162215.29,2025-02-06T18:07:00,DEPOSIT,CASH,Chennai,0.73,LMN Ltd,10,1755841.34,175584.13400000002,89463.3544876482,0,0,1,2,1.0,1
T2888,A0729,A0791,56877.79,2025-05-01T13:22:00,WITHDRAWAL,CASH,Delhi,0.12,XYZ Pvt Ltd,5,893703.8300000001,178740.766,109933.73477518641,3,0,2,3,1.0,1
T2889,A0113,A0796,55236.39,2025-05-17T18:09:00,DEPOSIT,CASH,Hyderabad,0.69,-,8,1422094.48,177761.81,89581.02723478577,0,0,3,0,1.0,1
T2890,A0491,A0327,281411.42,2025-03-28T10:08:00,PAYMENT,IMPS,Chennai,0.96,ABC Corp,11,2031360.6300000001,184669.1481818182,90052.60973449219,1,1,1,1,1.0,1
T2891,A0167,A1273,138836.52,2025-04-28T11:36:00,PAYMENT,IMPS,Chennai,0.79,XYZ Pvt Ltd,8,1205445.45,150680.68125,77522.66103091874,1,1,1,3,1.0,1
T2892,A0728,A0054,185041.12,2025-03-25T03:50:00,PAYMENT,RTGS,Bangalore,0.64,-,13,2179156.13,167627.3946153846,65217.11874627303,1,3,0,0,1.0,1
T2893,A1173,A0834,25814.27,2025-04-20T11:19:00,TRANSFER,NEFT,Mumbai,0.97,-,6,331458.01,55243.00166666667,54737.77765486846,2,2,4,0,0.94,1
T2894,A0100,A0050,295942.14,2025-04-05T04:52:00,WITHDRAWAL,CASH,Mumbai,0.09,LMN Ltd,11,1604322.1,145847.46363636365,101196.06471773943,3,0,4,2,1.0,1
T2895,A0114,A0615,66634.06,2025-03-09T15:39:00,DEPOSIT,RTGS,Chennai,0.05,ABC Corp,12,1258398.59,104866.54916666668,61808.671415139484,0,3,1,1,1.0,1
T2896,A0052,A0203,265677.23,2025-04-10T07:42:00,WITHDRAWAL,NEFT,Mumbai,0.24,-,4,907813.6,226953.4,109838.1125182478,3,2,4,0,1.0,1
T2897,A0654,A1339,8598.13,2025-03-18T16:53:00,PAYMENT,NEFT,Chennai,0.62,-,9,1072785.74,119198.41555555555,95328.7719324966,1,2,1,0,1.0,1
T2898,A0767,A0191,201174.49,2025-04-03T14:33:00,PAYMENT,RTGS,Delhi,0.55,ABC Corp,6,1145753.82,190958.97,92666.97430765677,1,3,2,1,1.0,1
T2899,A0564,A0129,59742.65,2025-05-03T08:04:00,WITHDRAWAL,IMPS,Chennai,0.31,-,6,990127.27,165021.21166666667,92075.22587357,3,1,1,0,1.0,1
T2901,A0657,A1310,183525.14,2025-01-21T15:15:00,PAYMENT,UPI,Delhi,0.74,LMN Ltd,7,1127358.79,161051.2557142857,94041.94938461769,1,4,2,2,1.0,1
T2902,A1285,A1297,111133.6,2025-01-28T04:38:00,PAYMENT,IMPS,Bangalore,0.34,ABC Corp,10,1408494.3,140849.43,70569.71723603137,1,1,0,1,1.0,1
T2903,A1348,A0578,148220.6,2025-02-24T00:23:00,WITHDRAWAL,UPI,Chennai,0.36,-,12,1373071.85,114422.65416666667,89449.01443856886,3,4,1,0,1.0,1
T2904,A0648,A1095,123946.58,2025-02-01T20:30:00,TRANSFER,IMPS,Bangalore,0.87,XYZ Pvt Ltd,6,783489.02,130581.50333333334,77427.32250666393,2,1,0,3,1.0,1
T2905,A0428,A0280,217810.68,2025-04-25T23:12:00,DEPOSIT,IMPS,Mumbai,0.51,-,5,831257.27,166251.454,58781.80296502974,0,1,4,0,1.0,1
T2906,A0932,A0245,194473.62,2025-01-08T18:24:00,TRANSFER,UPI,Bangalore,0.31,XYZ Pvt Ltd,8,1429255.96,178656.995,91645.88163366161,2,4,0,3,1.0,1
T2907,A0682,A1036,142052.49,2025-03-01T18:13:00,TRANSFER,IMPS,Delhi,0.48,XYZ Pvt Ltd,6,1026457.1599999999,171076.19333333333,107211.9431181746,2,1,2,3,1.0,1
T2908,A1455,A0043,168900.13,2025-02-03T19:16:00,TRANSFER,UPI,Delhi,0.15,ABC Corp,5,757756.67,151551.334,84209.4013848126,2,4,2,1,1.0,1
T2909,A0340,A1223,260442.86,2025-04-10T02:42:00,DEPOSIT,CASH,Mumbai,0.09,-,8,1479168.4,184896.05,106773.41995662164,0,0,4,0,1.0,1
T2910,A0418,A0790,45503.32,2025-04-22T22:14:00,WITHDRAWAL,UPI,Hyderabad,0.96,LMN Ltd,8,1078275.02,134784.3775,91902.61320709667,3,4,3,2,1.0,1
T2911,A0090,A1118,141929.01,2025-02-08T10:45:00,DEPOSIT,CASH,Delhi,0.96,-,6,983132.56,163855.42666666667,63361.99614950358,0,0,2,0,1.0,1
T2912,A0303,A0604,117196.9,2025-03-02T05:05:00,DEPOSIT,UPI,Bangalore,0.63,XYZ Pvt Ltd,4,680177.05,170044.2625,125913.74478835589,0,4,0,3,1.0,1
T2913,A0810,A0795,276035.91,2025-03-28T03:34:00,DEPOSIT,CASH,Bangalore,0.84,-,6,1052254.48,175375.74666666667,123517.89995456474,0,0,0,0,1.0,1
T2914,A1273,A1298,19797.79,2025-05-05T17:44:00,WITHDRAWAL,CASH,Bangalore,0.57,LMN Ltd,8,888127.26,111015.9075,81546.29214141809,3,0,0,2,1.0,1
T2915,A0432,A0173,75299.54,2025-02-02T05:39:00,TRANSFER,NEFT,Hyderabad,0.15,-,9,839445.51,93271.72333333333,88127.36077970664,2,2,3,0,1.0,1
T2916,A0823,A0488,26727.11,2025-04-23T13:59:00,WITHDRAWAL,UPI,Hyderabad,0.11,XYZ Pvt Ltd,6,646987.59,107831.265,72237.06762864611,3,4,3,3,1.0,1
T2917,A1264,A1092,179424.74,2025-01-20T00:43:00,WITHDRAWAL,RTGS,Bangalore,0.27,-,5,718645.7,143729.13999999998,53921.94574585565,3,3,0,0,1.0,1
T2918,A0787,A0055,293300.06,2025-04-20T15:39:00,WITHDRAWAL,CASH,Delhi,0.7,ABC Corp,8,1160547.06,145068.3825,100453.82922829398,3,0,2,1,1.0,1
T2919,A1001,A1334,291664.24,2025-02-16T06:00:00,WITHDRAWAL,RTGS,Delhi,0.05,XYZ Pvt Ltd,8,1620674.9700000002,202584.37125000003,99770.5217226124,3,3,2,3,1.0,1
T2920,A1110,A1283,299659.24,2025-05-11T11:46:00,WITHDRAWAL,NEFT,Delhi,0.79,ABC Corp,9,1282642.53,142515.83666666667,97685.70408280808,3,2,2,1,1.0,1
T2921,A0195,A0845,20476.76,2025-03-20T06:51:00,DEPOSIT,IMPS,Bangalore,0.86,LMN Ltd,11,1926081.94,175098.35818181818,104670.07928483534,0,1,0,2,1.0,1
T2922,A0146,A0447,290810.44,2025-03-08T08:21:00,PAYMENT,CASH,Delhi,0.25,ABC Corp,8,820671.15,102583.89375,89099.10375468718,1,0,2,1,1.0,1
T2923,A0980,A1293,234708.29,2025-03-04T20:22:00,TRANSFER,NEFT,Hyderabad,0.31,LMN Ltd,11,1768990.71,160817.33727272728,81475.40287433442,2,2,3,2,1.0,1
T2924,A0439,A0835,180928.65,2025-04-19T18:38:00,WITHDRAWAL,CASH,Hyderabad,0.92,XYZ Pvt Ltd,13,1653020.53,127155.42538461539,100636.65456305385,3,0,3,3,1.0,1
T2925,A0186,A0607,127263.26,2025-01-22T10:17:00,PAYMENT,NEFT,Mumbai,0.82,XYZ Pvt Ltd,12,1534383.68,127865.30666666666,93484.04717137391,1,2,4,3,1.0,1
T2926,A0866,A0935,210657.03,2025-04-16T20:04:00,PAYMENT,CASH,Chennai,0.34,-,9,1295671.04,143963.4488888889,76518.87869815975,1,0,1,0,1.0,1
T2927,A1139,A0749,237669.08,2025-01-25T22:36:00,TRANSFER,CASH,Bangalore,0.01,LMN Ltd,8,1227390.26,153423.7825,92671.68166097433,2,0,0,2,1.0,1
T2928,A0147,A1270,83213.46,2025-01-07T05:54:00,PAYMENT,UPI,Hyderabad,0.51,LMN Ltd,8,1375322.98,171915.3725,65888.31101747254,1,4,3,2,1.0,1
T2929,A1418,A0133,295615.11,2025-04-11T14:23:00,PAYMENT,RTGS,Hyderabad,0.95,LMN Ltd,8,1633891.78,204236.4725,74944.56071758886,1,3,3,2,1.0,1
T2930,A1097,A1218,39484.84,2025-05-03T20:25:00,WITHDRAWAL,UPI,Delhi,0.15,XYZ Pvt Ltd,14,1888081.52,134862.9657142857,87070.99208317205,3,4,2,3,1.0,1
T2931,A0734,A0358,21429.22,2025-04-29T21:50:00,PAYMENT,CASH,Delhi,0.27,-,12,1360139.4,113344.95,85603.0868739854,1,0,2,0,1.0,1
T2932,A0752,A0638,29322.62,2025-04-03T23:43:00,TRANSFER,NEFT,Mumbai,0.5,ABC Corp,5,799423.63,159884.726,131194.81126334067,2,2,4,1,1.0,1
T2933,A0143,A0959,133211.37,2025-01-16T01:34:00,WITHDRAWAL,CASH,Hyderabad,0.31,XYZ Pvt Ltd,6,654201.3200000001,109033.55333333334,87619.2894659019,3,0,3,3,1.0,1
T2934,A0477,A1338,216427.94,2025-05-16T15:05:00,DEPOSIT,UPI,Hyderabad,0.28,XYZ Pvt Ltd,11,1792766.05,162978.7318181818,103065.34770742888,0,4,3,3,1.0,1
T2935,A1298,A0212,112937.4,2025-02-25T16:40:00,PAYMENT,UPI,Bangalore,0.21,XYZ Pvt Ltd,9,1047535.92,116392.88,61176.439580567494,1,4,0,3,1.0,1
T2936,A0728,A0896,218119.14,2025-04-08T13:19:00,DEPOSIT,IMPS,Bangalore,0.5,LMN Ltd,13,2179156.13,167627.3946153846,65217.11874627303,0,1,0,2,1.0,1
T2937,A1178,A0170,240501.93,2025-03-26T02:31:00,DEPOSIT,NEFT,Hyderabad,0.44,XYZ Pvt Ltd,13,2156627.68,165894.43692307692,95012.41414857056,0,2,3,3,1.0,1
T2938,A0292,A0586,50051.76,2025-02-12T21:40:00,DEPOSIT,CASH,Chennai,0.53,-,12,1803019.82,150251.65166666667,86519.49019325254,0,0,1,0,1.0,1
T2939,A0489,A1262,63749.66,2025-03-31T07:23:00,TRANSFER,RTGS,Delhi,0.48,XYZ Pvt Ltd,7,1074059.12,153437.01714285716,63154.14744065025,2,3,2,3,1.0,1
T2940,A0371,A1418,208376.56,2025-01-22T06:03:00,WITHDRAWAL,RTGS,Mumbai,0.18,ABC Corp,9,1526117.02,169568.55777777778,78024.59835924418,3,3,4,1,1.0,1
T2941,A0511,A1092,28768.07,2025-01-29T04:43:00,TRANSFER,UPI,Hyderabad,0.27,XYZ Pvt Ltd,6,505838.83999999997,84306.47333333333,74035.30280334258,2,4,3,3,1.0,1
T2942,A0005,A0217,116710.35,2025-02-22T10:39:00,PAYMENT,CASH,Chennai,0.97,-,8,1477808.57,184726.07125,41482.3164182617,1,0,1,0,1.0,1
T2943,A0158,A0971,280681.91,2025-03-15T06:14:00,PAYMENT,RTGS,Hyderabad,0.02,-,7,1093655.41,156236.48714285714,111260.45304944756,1,3,3,0,1.0,1
T2944,A0037,A0709,274085.86,2025-02-03T18:30:00,DEPOSIT,CASH,Delhi,0.16,LMN Ltd,9,1283307.85,142589.76111111112,72883.74778953509,0,0,2,2,1.0,1
T2945,A0903,A0879,210846.6,2025-03-18T19:09:00,PAYMENT,NEFT,Bangalore,0.6,-,15,2443873.74,162924.91600000003,91889.58398257621,1,2,0,0,1.0,1
T2946,A1089,A1354,138605.78,2025-01-06T11:23:00,TRANSFER,CASH,Hyderabad,0.56,LMN Ltd,9,1424178.54,158242.06,87198.4378060291,2,0,3,2,1.0,1
T2947,A0062,A0264,169935.95,2025-04-21T11:43:00,PAYMENT,CASH,Hyderabad,0.43,ABC Corp,7,946702.56,135243.22285714286,89016.7351067112,1,0,3,1,1.0,1
T2948,A1309,A0770,190271.87,2025-02-11T19:30:00,TRANSFER,RTGS,Mumbai,0.7,XYZ Pvt Ltd,10,1571338.19,157133.819,81124.23601992789,2,3,4,3,1.0,1
T2949,A0805,A0854,38414.83,2025-01-29T17:12:00,TRANSFER,IMPS,Bangalore,0.83,XYZ Pvt Ltd,12,1000029.52,83335.79333333333,46954.540048823306,2,1,0,3,1.0,1
T2950,A1088,A0129,278842.12,2025-05-18T02:53:00,PAYMENT,IMPS,Chennai,0.77,ABC Corp,6,1172267.51,195377.91833333333,83938.09693128083,1,1,1,1,1.0,1
T2951,A1344,A0167,286708.46,2025-03-23T01:16:00,DEPOSIT,RTGS,Hyderabad,0.42,-,12,2225991.78,185499.31499999997,97163.74954692455,0,3,3,0,1.0,1
T2952,A0182,A1496,206500.65,2025-03-29T18:05:00,WITHDRAWAL,IMPS,Chennai,0.25,LMN Ltd,5,668876.76,133775.352,85405.48532095797,3,1,1,2,1.0,1
T2953,A1016,A0784,90150.39,2025-02-03T12:58:00,WITHDRAWAL,IMPS,Delhi,0.99,ABC Corp,11,1696626.4100000001,154238.76454545456,101017.69978634105,3,1,2,1,1.0,1
T2954,A1259,A1083,170204.75,2025-04-28T09:07:00,WITHDRAWAL,RTGS,Chennai,0.21,-,10,1647689.52,164768.952,81157.31515396417,3,3,1,0,1.0,1
T2955,A0937,A1496,190989.27,2025-02-17T08:47:00,PAYMENT,CASH,Delhi,0.37,-,10,1514994.95,151499.495,80845.40019732108,1,0,2,0,1.0,1
T2956,A0013,A1251,214575.62,2025-04-02T01:19:00,WITHDRAWAL,UPI,Bangalore,0.68,-,5,1188776.14,237755.22799999997,51279.30770583461,3,4,0,0,1.0,1
T2958,A1189,A0377,116886.05,2025-01-08T06:52:00,PAYMENT,NEFT,Chennai,0.49,ABC Corp,5,865138.14,173027.628,77419.1238715724,1,2,1,1,1.0,1
T2959,A1034,A0283,202161.53,2025-02-03T18:50:00,WITHDRAWAL,IMPS,Chennai,0.98,-,7,1103756.53,157679.5042857143,53589.968834245105,3,1,1,0,1.0,1
T2960,A0532,A0320,40481.3,2025-03-30T01:39:00,WITHDRAWAL,CASH,Hyderabad,0.66,-,6,1083281.79,180546.965,82987.5288005919,3,0,3,0,1.0,1
T2961,A1483,A0823,115133.35,2025-04-23T18:55:00,PAYMENT,NEFT,Mumbai,0.26,ABC Corp,9,1608142.23,178682.47,92203.12664176905,1,2,4,1,1.0,1
T2962,A0427,A0290,170774.26,2025-04-30T16:30:00,TRANSFER,IMPS,Bangalore,0.63,LMN Ltd,3,620838.87,206946.29,72575.16202806371,2,1,0,2,1.0,1
T2963,A0660,A0821,174322.4,2025-01-09T18:04:00,WITHDRAWAL,IMPS,Mumbai,0.27,ABC Corp,7,1432233.72,204604.81714285715,79900.51400129637,3,1,4,1,1.0,1
T2964,A0671,A0906,208909.59,2025-04-28T08:10:00,DEPOSIT,UPI,Delhi,0.53,XYZ Pvt Ltd,6,975040.44,162506.74,97510.89898332205,0,4,2,3,1.0,1
T2965,A0056,A0719,175712.26,2025-04-12T14:44:00,DEPOSIT,IMPS,Bangalore,0.92,-,7,1167638.59,166805.51285714286,66524.30947750997,0,1,0,0,1.0,1
T2966,A0182,A1241,17383.54,2025-04-06T13:29:00,DEPOSIT,UPI,Bangalore,0.51,XYZ Pvt Ltd,5,668876.76,133775.352,85405.48532095797,0,4,0,3,1.0,1
T2967,A1205,A1175,53184.81,2025-03-15T12:56:00,PAYMENT,RTGS,Delhi,0.98,-,5,781176.03,156235.206,69784.52892665559,1,3,2,0,1.0,1
T2968,A1247,A0331,254536.1,2025-02-02T05:26:00,PAYMENT,UPI,Delhi,0.53,ABC Corp,7,901161.83,128737.40428571428,88773.08308097016,1,4,2,1,1.0,1
T2969,A0051,A1434,136409.45,2025-04-19T08:19:00,PAYMENT,NEFT,Chennai,0.54,LMN Ltd,6,791618.6799999999,131936.44666666666,93068.76286670596,1,2,1,2,1.0,1
T2970,A0277,A0194,295534.34,2025-02-06T06:48:00,DEPOSIT,NEFT,Chennai,0.74,LMN Ltd,6,863872.44,143978.74,111452.28835023838,0,2,1,2,1.0,1
T2971,A0451,A0606,271494.74,2025-04-30T01:28:00,DEPOSIT,RTGS,Hyderabad,0.81,ABC Corp,5,1013983.77,202796.75400000002,50407.25376505034,0,3,3,1,1.0,1
T2972,A1036,A1446,39553.01,2025-04-07T04:49:00,PAYMENT,UPI,Bangalore,0.86,ABC Corp,5,491336.97,98267.394,93190.21315772556,1,4,0,1,0.98,1
T2973,A0033,A0368,32433.5,2025-04-29T08:35:00,TRANSFER,UPI,Mumbai,0.41,-,8,1023535.52,127941.94,92511.63747309786,2,4,4,0,1.0,1
T2974,A0113,A0038,254125.14,2025-05-04T20:39:00,WITHDRAWAL,UPI,Delhi,0.16,XYZ Pvt Ltd,8,1422094.48,177761.81,89581.02723478577,3,4,2,3,1.0,1
T2975,A0766,A0327,214252.06,2025-01-10T07:23:00,TRANSFER,CASH,Delhi,0.49,ABC Corp,8,1191279.89,148909.98625,58691.18634853665,2,0,2,1,1.0,1
T2976,A0970,A1432,161773.84,2025-04-30T06:10:00,TRANSFER,CASH,Hyderabad,0.67,XYZ Pvt Ltd,7,1219861.91,174265.98714285714,117189.77688854371,2,0,3,3,1.0,1
T2977,A0569,A0811,184528.28,2025-04-01T18:37:00,WITHDRAWAL,IMPS,Hyderabad,0.04,LMN Ltd,5,1092845.15,218569.02999999997,60761.37905029519,3,1,3,2,1.0,1
T2978,A0806,A1222,76368.67,2025-04-26T17:37:00,WITHDRAWAL,CASH,Bangalore,0.76,XYZ Pvt Ltd,3,534866.9099999999,178288.96999999997,112135.47973157292,3,0,0,3,0.99,1
T2979,A0769,A0798,56403.85,2025-02-04T09:19:00,WITHDRAWAL,NEFT,Mumbai,0.3,ABC Corp,9,1446784.4100000001,160753.82333333336,93899.04970592487,3,2,4,1,1.0,1
T2980,A1024,A1137,227125.66,2025-05-11T11:58:00,TRANSFER,UPI,Bangalore,0.12,XYZ Pvt Ltd,6,1120250.6400000001,186708.44000000003,79742.55504579346,2,4,0,3,1.0,1
T2981,A1083,A0257,156455.42,2025-01-14T12:26:00,TRANSFER,RTGS,Mumbai,0.73,ABC Corp,11,1536492.54,139681.14,91338.46405139698,2,3,4,1,1.0,1
T2982,A0419,A0719,274724.1,2025-04-23T13:55:00,PAYMENT,NEFT,Bangalore,0.77,ABC Corp,8,994147.07,124268.38375,93621.22697451392,1,2,0,1,1.0,1
T2983,A1162,A0285,285841.65,2025-05-06T08:39:00,DEPOSIT,UPI,Chennai,0.87,-,8,1118897.84,139862.23,112414.51790158194,0,4,1,0,1.0,1
T2984,A0601,A0931,91644.91,2025-02-25T03:50:00,TRANSFER,RTGS,Chennai,0.25,LMN Ltd,16,2117221.26,132326.32875,80306.47233966654,2,3,1,2,1.0,1
T2985,A0589,A0140,8358.87,2025-01-11T12:41:00,WITHDRAWAL,CASH,Bangalore,0.11,ABC Corp,5,769194.5,153838.9,120059.89953332837,3,0,0,1,1.0,1
T2986,A0860,A1169,49568.42,2025-02-15T20:45:00,TRANSFER,IMPS,Delhi,0.49,LMN Ltd,8,1056200.18,132025.0225,91497.16941338158,2,1,2,2,1.0,1
T2987,A0397,A0229,19536.91,2025-03-29T02:26:00,PAYMENT,CASH,Chennai,0.25,-,8,1174918.6,146864.825,120110.92891289842,1,0,1,0,1.0,1
T2988,A1069,A0434,273165.75,2025-03-22T12:18:00,PAYMENT,UPI,Mumbai,0.24,XYZ Pvt Ltd,9,1554194.07,172688.23,109958.60038283931,1,4,4,3,1.0,1
T2989,A1437,A0346,30574.7,2025-03-20T12:47:00,TRANSFER,NEFT,Hyderabad,0.25,XYZ Pvt Ltd,6,633242.92,105540.48666666668,92702.76246260639,2,2,3,3,1.0,1
T2992,A0202,A0790,295475.11,2025-04-26T12:13:00,PAYMENT,IMPS,Delhi,0.68,LMN Ltd,5,723493.57,144698.71399999998,105567.63579301722,1,1,2,2,1.0,1
T2993,A1351,A0078,48287.59,2025-03-12T20:46:00,PAYMENT,IMPS,Bangalore,0.8,ABC Corp,10,1102131.85,110213.18500000001,71186.34347103105,1,1,0,1,1.0,1
T2994,A0687,A0512,251082.6,2025-01-03T03:07:00,TRANSFER,CASH,Delhi,0.37,LMN Ltd,7,1208903.48,172700.49714285714,90314.48798893337,2,0,2,2,1.0,1
T2995,A1357,A0055,210243.23,2025-03-13T13:45:00,TRANSFER,UPI,Chennai,0.07,-,9,1241204.0,137911.55555555556,74499.34286011307,2,4,1,0,1.0,1
T2996,A0640,A1015,153578.7,2025-05-15T13:59:00,PAYMENT,IMPS,Bangalore,0.77,ABC Corp,6,587165.87,97860.97833333333,69918.93134707406,1,1,0,1,1.0,1
T2997,A0426,A0577,232047.9,2025-02-14T21:41:00,DEPOSIT,NEFT,Bangalore,0.74,-,6,524579.5,87429.91666666667,87388.81834772562,0,2,0,0,1.0,1
T2998,A1395,A1199,160459.73,2025-02-03T00:14:00,DEPOSIT,CASH,Bangalore,0.85,ABC Corp,9,906747.27,100749.69666666667,52911.62802084978,0,0,0,1,1.0,1
T2999,A0855,A0492,212237.23,2025-03-11T12:40:00,DEPOSIT,IMPS,Delhi,0.97,ABC Corp,7,1206441.79,172348.82714285716,64428.0832834688,0,1,2,1,1.0,1
T3000,A0932,A0836,283953.32,2025-01-20T18:18:00,PAYMENT,IMPS,Delhi,0.09,ABC Corp,8,1429255.96,178656.995,91645.88163366161,1,1,2,1,1.0,1
T3002,A0510,A0818,114707.35,2025-03-29T14:36:00,TRANSFER,CASH,Chennai,0.03,XYZ Pvt Ltd,6,676088.26,112681.37666666666,57855.35040760696,2,0,1,3,1.0,1
T3003,A0825,A0436,277306.39,2025-01-20T06:16:00,DEPOSIT,RTGS,Delhi,0.06,LMN Ltd,7,1623978.51,231996.93,66307.45173856958,0,3,2,2,1.0,1
T3004,A0183,A1055,239353.97,2025-01-16T05:14:00,DEPOSIT,NEFT,Mumbai,0.32,LMN Ltd,10,1539382.67,153938.267,91141.43476791553,0,2,4,2,1.0,1
T3005,A1242,A1289,34688.64,2025-01-23T01:20:00,TRANSFER,RTGS,Mumbai,0.47,LMN Ltd,14,2069245.53,147803.25214285715,90466.55429983836,2,3,4,2,1.0,1
T3006,A1089,A0290,181414.41,2025-05-18T08:19:00,TRANSFER,IMPS,Bangalore,0.77,XYZ Pvt Ltd,9,1424178.54,158242.06,87198.4378060291,2,1,0,3,1.0,1
T3007,A1499,A0263,106660.81,2025-01-18T10:52:00,TRANSFER,NEFT,Chennai,0.99,ABC Corp,6,952040.25,158673.375,75479.18996934366,2,2,1,1,1.0,1
T3008,A0313,A0047,95259.16,2025-04-02T03:39:00,TRANSFER,CASH,Delhi,0.41,ABC Corp,9,1630374.93,181152.77,74968.58771318609,2,0,2,1,1.0,1
T3009,A1424,A0904,54222.25,2025-02-15T04:38:00,DEPOSIT,IMPS,Mumbai,0.18,XYZ Pvt Ltd,11,1404014.68,127637.69818181818,90251.99510212423,0,1,4,3,1.0,1
T3010,A0562,A0614,35602.69,2025-03-05T21:20:00,TRANSFER,UPI,Hyderabad,0.02,XYZ Pvt Ltd,7,725729.6799999999,103675.66857142856,108187.36904156886,2,4,3,3,1.0,1
T3011,A0373,A0885,112951.91,2025-01-09T20:35:00,PAYMENT,IMPS,Hyderabad,0.6,XYZ Pvt Ltd,7,966963.73,138137.67571428572,72897.23797608541,1,1,3,3,1.0,1
T3012,A1079,A0801,64209.37,2025-01-03T02:48:00,PAYMENT,CASH,Mumbai,0.88,LMN Ltd,15,2139785.11,142652.34066666666,53772.9299927055,1,0,4,2,1.0,1
T3013,A0310,A0617,269282.21,2025-03-20T14:01:00,WITHDRAWAL,UPI,Delhi,0.05,ABC Corp,3,536733.2000000001,178911.06666666668,146938.6918080035,3,4,2,1,1.0,1
T3014,A1419,A0920,230317.1,2025-01-08T23:17:00,TRANSFER,IMPS,Delhi,0.24,ABC Corp,9,1478348.35,164260.92777777778,88508.44434493055,2,1,2,1,1.0,1
T3015,A0986,A0749,145800.29,2025-01-06T09:33:00,WITHDRAWAL,UPI,Delhi,0.76,ABC Corp,13,2132535.4,164041.1846153846,66159.39974765197,3,4,2,1,1.0,1
T3016,A0404,A0650,126023.34,2025-02-04T22:22:00,WITHDRAWAL,CASH,Delhi,0.21,LMN Ltd,8,1203475.27,150434.40875,90098.90412980925,3,0,2,2,1.0,1
T3017,A0323,A1271,153205.55,2025-04-05T02:09:00,TRANSFER,RTGS,Chennai,0.58,LMN Ltd,12,1515333.33,126277.77750000001,82514.61020394202,2,3,1,2,1.0,1
T3018,A1376,A1477,142942.89,2025-03-30T01:39:00,WITHDRAWAL,RTGS,Bangalore,0.66,ABC Corp,8,1249377.59,156172.19875,64609.68509335786,3,3,0,1,1.0,1
T3019,A0010,A0353,174101.61,2025-05-11T06:07:00,WITHDRAWAL,RTGS,Hyderabad,0.0,LMN Ltd,5,671669.27,134333.854,113732.90494900533,3,3,3,2,1.0,1
T3020,A1041,A0395,17234.7,2025-04-19T18:00:00,TRANSFER,IMPS,Chennai,0.13,-,7,998403.79,142629.11285714287,73879.75162233869,2,1,1,0,1.0,1
T3021,A1459,A0134,171419.42,2025-04-24T23:25:00,TRANSFER,NEFT,Bangalore,0.52,XYZ Pvt Ltd,6,939775.12,156629.18666666668,95141.9737745941,2,2,0,3,1.0,1
T3022,A0008,A1447,116761.73,2025-04-12T14:10:00,DEPOSIT,CASH,Mumbai,0.14,ABC Corp,4,617589.24,154397.31,107725.87637254571,0,0,4,1,1.0,1
